,release_extension,release_extension,release_extension,release_extension,release_extension,release_extension,release_extension,release_extension,release_speed,release_speed,release_speed,release_speed,release_speed,release_speed,release_speed,release_speed,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,release_spin_rate,spin_axis,spin_axis,spin_axis,spin_axis,spin_axis,spin_axis,spin_axis,spin_axis,release_pos_z,release_pos_z,release_pos_z,release_pos_z,release_pos_z,release_pos_z,release_pos_z,release_pos_z,vx0,vx0,vx0,vx0,vx0,vx0,vx0,vx0,vy0,vy0,vy0,vy0,vy0,vy0,vy0,vy0,vz0,vz0,vz0,vz0,vz0,vz0,vz0,vz0,ax,ax,ax,ax,ax,ax,ax,ax,ay,ay,ay,ay,ay,ay,ay,ay,az,az,az,az,az,az,az,az,theta,theta,theta,theta,theta,theta,theta,theta,omega_radsec,omega_radsec,omega_radsec,omega_radsec,omega_radsec,omega_radsec,omega_radsec,omega_radsec,vt_msec,vt_msec,vt_msec,vt_msec,vt_msec,vt_msec,vt_msec,vt_msec,vx,vx,vx,vx,vx,vx,vx,vx,vy,vy,vy,vy,vy,vy,vy,vy,vr_mph,vr_mph,vr_mph,vr_mph,vr_mph,vr_mph,vr_mph,vr_mph,vr_msec,vr_msec,vr_msec,vr_msec,vr_msec,vr_msec,vr_msec,vr_msec,spin_factor,spin_factor,spin_factor,spin_factor,spin_factor,spin_factor,spin_factor,spin_factor,coeff_lift,coeff_lift,coeff_lift,coeff_lift,coeff_lift,coeff_lift,coeff_lift,coeff_lift,drag_force,drag_force,drag_force,drag_force,drag_force,drag_force,drag_force,drag_force,magnus,magnus,magnus,magnus,magnus,magnus,magnus,magnus,fx,fx,fx,fx,fx,fx,fx,fx,fy,fy,fy,fy,fy,fy,fy,fy,x_dist,x_dist,x_dist,x_dist,x_dist,x_dist,x_dist,x_dist,y_dist,y_dist,y_dist,y_dist,y_dist,y_dist,y_dist,y_dist,flight_time,flight_time,flight_time,flight_time,flight_time,flight_time,flight_time,flight_time,vx_final,vx_final,vx_final,vx_final,vx_final,vx_final,vx_final,vx_final,vy_final,vy_final,vy_final,vy_final,vy_final,vy_final,vy_final,vy_final
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
pitch_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Seam Fastball,11263.0,6.04346976826778,0.2426942101036576,4.4,5.9,6.0,6.2,7.3,23967.0,94.33680894563358,1.6341486336915103,87.3,93.2,94.4,95.5,100.1,11249.0,2490.3611876611253,124.06103866051309,646.0,2426.0,2494.0,2562.0,3590.0,9307.0,217.36993660685505,9.737149986661061,123.0,212.0,219.0,224.0,352.0,23967.0,5.314502858096549,0.2504514201584677,4.57,5.13,5.31,5.5,6.16,23967.0,10.350689276509826,2.2603044083950468,-0.73,8.846411433,10.38667182,11.9,18.89,23967.0,-136.8876837255101,2.3636793862160412,-145.29,-138.51,-136.9275656,-135.35,-126.8150787,23967.0,-4.203354175865399,2.001499415236728,-13.04,-5.5453802595,-4.234839803,-2.91,5.254411756,23967.0,-13.753660317400968,3.4301549405965996,-27.46,-16.140070125,-13.91,-11.52569472,2.100107057,23967.0,30.11506765615596,2.9653830635514624,13.59673825,28.11,29.93,31.93199345,43.22,23967.0,-16.47428887091334,3.2332028125961174,-39.65,-18.401829945,-16.37441325,-14.4633694,1.103051452,23967.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,11249.0,260.79001373137817,12.991641588419574,67.64896180730021,254.05012592029462,261.1710692684315,268.29201261656834,375.94392087957857,23967.0,42.163312664867895,0.7303736532248999,39.018249999999995,41.65522222222223,42.19155555555556,42.683194444444446,44.73913888888889,23967.0,22.149315264252174,0.38368134009217525,20.49714469018738,21.882404182422274,22.16415187575818,22.42242059464943,23.502453419103745,23967.0,35.876911352570126,0.6214775157559274,33.20076644615336,35.44457540414083,35.90094332779929,36.31928059115288,38.068690965177,11249.0,21.486152812210538,1.0703645912522397,5.5735106961427325,20.930862149910638,21.517547486346714,22.10423282278279,30.973534673610544,11249.0,9.604896205726654,0.47848215970149294,2.4915112633628667,9.356666137644451,9.618930481156331,9.881194824668212,13.846014605994878,23967.0,0.10664055121752254,0.11365705480448984,0.0,0.0,0.0,0.2267642447474612,0.33527353295169726,23967.0,0.1109109032542258,0.11803300538433056,0.0,0.0,0.0,0.2360585468484767,0.30116411977101837,23967.0,-1.4912600558954012,0.033303037155539214,-1.61335957066406,-1.5149231424291465,-1.4926814257517917,-1.4682182469804206,-1.3477623153917753,23967.0,0.5173230758775551,0.550858864425802,0.0,0.0,0.0,1.1003277081251017,1.3402010401994882,23967.0,-24550.29418633976,874.0305789290078,-27493.5440089231,-25141.151537558384,-24605.566685131802,-23952.92656211023,-21115.721529647253,23967.0,3728.4238169022497,3934.7331612865564,27.016566193754024,31.342394681819112,33.682144259926446,7902.682237767604,9836.058156061044,23967.0,128.1791977398533,18.863492806297863,100.71057205612294,110.60267618508787,115.80772749023498,147.50162708360776,164.96520003847786,23967.0,-3.300568397053113e-15,2.845454664777422e-14,-1.1013412404281553e-13,-2.4868995751603507e-14,-3.552713678800501e-15,1.4210854715202004e-14,1.1723955140041653e-13,23967.0,6.722145938427289,0.37114248840982367,6.067361551571088,6.3806683462790135,6.541013066715592,7.095074743005839,7.4877942665421475,23967.0,15.795290855827021,3.408686696414922,12.442071593292718,12.597817643577987,12.658595868568218,19.38932485275355,21.028509247097922,23967.0,-36.394476128073045,0.610244784905623,-38.5854172247621,-36.804900205330995,-36.40511045586235,-35.991994651468005,-33.738241850384284
Changeup,3174.0,6.198141146817896,0.28569146509134674,4.8,6.0,6.2,6.4,8.4,7307.0,84.72895853291365,1.6565836588876035,77.3,83.7,84.8,85.9,90.2,3161.0,1484.3283770958558,186.43058499193464,676.0,1382.0,1463.0,1557.0,3383.0,2740.0,255.37262773722628,14.17241852711587,42.0,247.0,254.0,264.0,339.0,7307.0,5.4089284247981375,0.2039329656312162,4.71,5.27,5.41,5.55,6.65,7307.0,9.020991578642535,2.0471014931380096,1.747259277,7.67,9.06,10.41,17.37,7307.0,-123.01332487659779,2.4000565730273777,-130.8,-124.64,-123.05,-121.4850198,-112.3139229,7307.0,-2.33657102694909,2.0790392849757646,-11.65,-3.740576229,-2.29,-0.95,5.6455308,7307.0,-14.216448887416997,2.738244854254704,-27.87,-15.850344074999999,-14.22,-12.547285805000001,-3.48,7307.0,23.280461815580402,2.3559572135093867,8.842292106,21.75,23.13,24.66,33.96,7307.0,-30.549942008140142,3.3015019169382844,-50.65056606,-32.63,-30.4667888,-28.5,-10.77371331,7307.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,3161.0,155.43850416664003,19.522965207170316,70.79055446089001,144.7227015753698,153.20500174006227,163.04865872131026,354.26693156980906,7307.0,37.86913729984946,0.7404008630972652,34.54880555555555,37.40925000000001,37.900888888888886,38.39252777777778,40.31438888888889,7307.0,19.89349052116859,0.388948853924619,18.149247245721472,19.65190161017966,19.910170329070905,20.168439047962156,21.178034949082498,7307.0,32.22298239950835,0.6300097039775663,29.39770041566615,31.831662675177977,32.24999993853156,32.66833720188516,34.30365559499466,3161.0,12.806377842619098,1.608471918793645,5.832342462217474,11.923516690509686,12.622362458911487,13.433368659279001,29.18759548769484,3161.0,5.724800108457352,0.7190308085800826,2.607216120794579,5.330137099020869,5.642540214086494,6.005082100705856,13.047651089716066,7307.0,0.06532384354849853,0.07579186581855461,0.0,0.0,0.0,0.14669362771657846,0.342610823377008,7307.0,0.08243841182259765,0.09470926646653174,0.0,0.0,0.0,0.18801617662994707,0.3055664940262048,7307.0,-1.2947427878448856,0.03424167082419092,-1.4064949743900692,-1.3190220895708882,-1.2962842402692785,-1.2734655298272977,-1.1402835553670727,7307.0,0.30916957077105767,0.35571611467466624,0.0,0.0,0.0,0.7033101384233762,1.1580026530856868,7307.0,-19791.462986769893,779.2691426126784,-22429.129884354796,-20300.90447804299,-19827.196800684906,-19310.390982214172,-16572.17997570242,7307.0,2488.147123016723,2831.9808236784606,19.852996880585103,24.17249722148947,25.763297967937973,5639.803259385089,9202.866552495725,7307.0,102.50233159130661,10.093108309888992,83.24564362425471,93.93604149049419,97.74094713724266,112.52162593260641,133.5252931008783,7307.0,9.972103127439206e-16,2.4711405997924427e-14,-8.171241461241152e-14,-1.4210854715202004e-14,0.0,1.7763568394002505e-14,8.881784197001252e-14,7307.0,6.031682266067793,0.22757295684382423,5.482362690496863,5.845783301751132,5.971029705188269,6.2416430935346385,6.75319860378526,7307.0,14.01832423541041,1.9817664144430718,12.007970417666401,12.298317781468448,12.382118333246801,16.185183801285135,19.059868262489857,7307.0,-32.79886018731061,0.619617981465599,-34.865921001002945,-33.21623105875051,-32.80416369709832,-32.392295657314406,-30.002326229151656
Curveball,1901.0,5.8319305628616505,0.3450795597313281,4.4,5.6,5.8,6.1,7.0,2593.0,78.08118010026996,1.8679911790738402,71.1,76.8,78.1,79.5,83.3,1784.0,2554.35033632287,326.19602786077434,517.0,2482.75,2597.0,2717.0,3075.0,1634.0,61.56670746634027,27.41242503811736,2.0,52.0,60.0,66.0,359.0,2593.0,5.6491207096027765,0.2119054820910422,4.75,5.51,5.64,5.78,6.41,2593.0,4.829387023604319,1.9895010046994575,-1.884919867,3.48,4.816997853,6.17,12.7160726,2593.0,-113.56118923798688,2.68776418644114,-121.2,-115.48,-113.6068508,-111.75,-103.5101456,2593.0,-0.08936841538256846,2.1560213900333745,-9.43,-1.49,0.05,1.379346123,7.199891421,2593.0,6.704527015698034,2.8285274488402425,-13.5,4.67,6.724937338,8.700249758,16.83108568,2593.0,20.537561688981874,1.9452839956277015,12.58648501,19.2,20.46394746,21.72945415,27.92,2593.0,-36.42586406428847,2.5628564586567,-47.87,-38.27933177,-36.69776603,-34.86686002,-27.39,2593.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,1784.0,267.4909417095514,34.159168158586,54.1401133968641,259.99297202333526,271.95720404575644,284.52357466011557,322.0132469929538,2593.0,34.89794966148177,0.8348882797582803,31.777749999999997,34.32533333333333,34.90636111111111,35.53208333333333,37.23047222222222,2593.0,18.33266032183062,0.43858517156323296,16.69355083015261,18.03185237349818,18.337079041278745,18.665784683503976,19.557985712401017,2593.0,29.694788365969085,0.7104093798385477,27.03979947676408,29.207547114141793,29.70194569810513,30.23437494237334,31.679540033958478,1784.0,22.03823362413515,2.814329799258976,4.460534102021351,21.42048557406868,22.406203216536653,23.44153028083561,26.530256022660843,1784.0,9.851691383162775,1.2580821632807224,1.9939803764065047,9.575541159619437,10.016183825005209,10.479003254732056,11.859747886750489,2593.0,0.19472291971701436,0.13474719302261284,0.0,0.0,0.2757706852047535,0.29490938398272,0.35312255216098115,2593.0,0.18547520307096896,0.12646320450508272,0.0,0.0,0.26546241112285207,0.276945630389632,0.3118735312965887,2593.0,-1.1580807222568863,0.03652025644171798,-1.2652120780637344,-1.1860646441632767,-1.1566248077531276,-1.1318301762890153,-1.041157386428774,2593.0,0.5871711733866452,0.4002609496530066,0.0,0.0,0.8348975960713424,0.8763310435470306,1.0150060700192254,2593.0,-16911.898098659312,796.1598215995709,-19176.151783328998,-17478.08019226024,-16913.596474981514,-16365.446456454998,-14112.615558639061,2593.0,5112.070544759251,3468.5592611041047,16.25396522856876,20.985592725227853,7310.907884637262,7621.30905482529,8355.762665108152,2593.0,97.04066881021764,10.106300333427908,72.04427535366534,86.09682146374512,100.28257109746869,104.8797810245448,118.0508930834884,2593.0,-1.8359569338961324e-16,2.1882945030942716e-14,-6.750155989720952e-14,-1.4210854715202004e-14,0.0,1.4210854715202004e-14,6.750155989720952e-14,2593.0,5.788746398908797,0.2380333885478727,5.0864009111893855,5.577164432960331,5.8441135864151645,5.972446891770091,6.325607162175713,2593.0,15.107299864155117,2.1315246477674563,11.493769113479289,12.09336056379775,16.296286899233078,16.693215295525196,17.888007411709637,2593.0,-30.29501927940609,0.7002052250100611,-32.27994521335424,-30.808916595718465,-30.297945568681158,-29.812644224087535,-27.677349778091262
Cutter,1468.0,6.026975476839238,0.23736190850293762,4.6,5.9,6.0,6.2,6.7,1512.0,89.47175925925926,1.500603037919274,85.3,88.4,89.4,90.4,94.8,1451.0,2445.961405926947,155.9690107123006,640.0,2373.0,2450.0,2529.5,3146.0,1415.0,184.46996466431096,33.47386484484278,16.0,161.0,185.0,211.0,350.0,1512.0,5.243181216931217,0.21606491895619678,4.51,5.09,5.25,5.4,5.95,1512.0,9.95743640081746,1.9165039350879085,3.63,8.769223679500001,10.04805437,11.1809301125,18.3,1512.0,-129.9157657061508,2.2216776598805743,-137.69,-131.354144675,-129.82662745,-128.326019475,-123.6020913,1512.0,-2.8451992100820105,2.1590097596352567,-12.32055175,-4.2167648505,-2.690046116,-1.3125544115,3.186354697,1512.0,-1.659844659838624,3.0102056293546378,-14.63169969,-3.5219174695,-1.5942247495,0.3909351,12.22724324,1512.0,24.991886102903443,2.275593224691169,12.940753,23.5512679,24.8874786,26.33024967,38.19611233,1512.0,-24.16345238950397,3.0724024071864022,-36.69743357,-26.001258065000002,-24.07508466,-22.346184920000002,-10.83,1512.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,1451.0,256.14047946080854,16.333036608047706,67.02064327658225,248.49997889895263,256.56340004316644,264.8886205751794,329.44834960644965,1512.0,39.98890573559671,0.6706861911144755,38.12436111111111,39.50988888888889,39.956833333333336,40.403777777777776,42.37033333333333,1512.0,21.007051491668385,0.3523262037888442,20.0275652012942,20.75541340907863,20.990203153525226,21.224992897971813,22.258067773536812,1512.0,34.02670083268186,0.5706892438756705,32.44015324005592,33.61910370950696,33.99941031255568,34.379716915604405,36.053065969018775,1451.0,21.103083681557518,1.3456578165198263,5.521744342927785,20.47359269651193,21.13792756277043,21.823831742868485,27.142824535704396,1451.0,9.43365385854158,0.6015457382743971,2.468370291876524,9.152254222848425,9.44923002358982,9.755847895783855,12.13358271600554,1512.0,0.22662951567229214,0.04865771465725075,0.0,0.2285598359342225,0.23617851018766106,0.24359872924372736,0.29637395665769206,1512.0,0.23188988112286005,0.04846435653007509,0.0,0.2371359015605335,0.24170710611259663,0.24615923754623642,0.27782437399461524,1512.0,-1.391883298319719,0.030532290815724786,-1.5007901298976447,-1.4105018750201967,-1.3904087786053727,-1.3701741267805687,-1.306635849747296,1512.0,0.9657587221113817,0.2041059960346931,0.0,0.975971256398124,1.0031867224868973,1.0350732749346931,1.2150218012450802,1512.0,-22216.222307034965,728.0909954349153,-24660.838584351168,-22686.208453034265,-22183.8992135784,-21695.232874897265,-20203.314714891385,1512.0,7331.247151548957,1530.203788356138,25.108152211513808,7467.239276033738,7634.137599356178,7797.277352152615,8997.161585850383,1512.0,131.39955153203272,6.730937750810864,96.17926010635621,128.94751474398447,131.98866413803978,135.47269483905814,146.64354272840532,1512.0,-3.6326027430063325e-15,2.872505084988906e-14,-9.237055564881302e-14,-2.4868995751603507e-14,-3.552713678800501e-15,1.4210854715202004e-14,7.815970093361102e-14,1512.0,6.703525036446268,0.1427783160496427,5.919875168822094,6.6355799267010855,6.7120863816301455,6.796340469843631,7.068321686155927,1512.0,18.170745399994036,1.2184689649799831,12.348718378656162,18.13831359965188,18.37292788143071,18.654383612837762,19.965154365623917,1512.0,-34.54437176638461,0.5653125694107629,-36.59292688500045,-34.8920360856544,-34.51612527036691,-34.14001037587257,-32.98158369595188
Intentional Ball,0,,,,,,,,16.0,59.48125,12.478633405412095,45.8,47.724999999999994,58.3,71.55,78.3,0,,,,,,,,0,,,,,,,,16.0,6.9712499999999995,0.8355108217930713,5.72,6.327500000000001,7.09,7.5775,8.1,16.0,3.239375,8.077126113290543,-5.25,-2.47,-1.4100000000000001,11.5425,16.74,16.0,-85.98374999999999,18.03270949321445,-113.05,-103.4775,-84.73,-68.7375,-66.27,16.0,5.88875,3.965329536537075,-0.73,3.8925,6.545,8.787500000000001,10.81,16.0,-5.060625,4.401082395275053,-11.98,-8.64,-4.890000000000001,-0.85,0.31,16.0,12.433125,4.8702152159837855,5.11,8.432500000000001,12.09,17.7175,18.63,16.0,-27.520625000000003,3.922595176240682,-33.21,-30.259999999999998,-28.585,-25.5475,-20.83,16.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0,,,,,,,,16.0,26.58481423611111,5.577255874807795,20.470055555555554,21.330423611111108,26.05686111111111,31.978875000000002,34.99575,16.0,13.965587486863782,2.9298551482993984,10.75337029565386,11.205340553713548,13.688242101236249,16.79920621515358,18.384036990168067,16.0,22.621112132591755,4.745706681102571,17.418042419631433,18.150132630500224,22.171874957740453,27.210937448136008,29.778007018714877,0,,,,,,,,0,,,,,,,,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-0.8098269016614793,0.24288876432212889,-1.1608380563915055,-1.0477176035638534,-0.8079254791549382,-0.5765631968115672,-0.5338939006843801,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,-10114.947617995465,4177.964674662373,-16827.574231984927,-14054.699318353694,-9337.909425612344,-6256.016359610644,-5761.563621488661,16.0,10.553997687200471,5.907674101828531,4.3191945626501855,5.038711844865752,9.644546589424262,16.180111817823242,19.91892551829624,16.0,53.93466220532867,18.763589737358934,34.063269699877296,36.50593725072471,50.93528761399087,71.7900371847542,83.4126628950102,16.0,-3.774758283725532e-15,6.417050666196802e-15,-1.7763568394002505e-14,-4.440892098500626e-15,0.0,0.0,3.552713678800501e-15,16.0,4.322976242455234,0.7781683127747144,3.465883590318791,3.5893454750168168,4.254534720168039,5.077041312953719,5.488184110406959,16.0,10.287735554042259,1.2143742901435173,8.902956186300578,9.135831817988398,10.248941091759558,11.479567570048047,12.013144014324507,16.0,-23.4478448337458,4.601387340715753,-30.410019343779325,-27.894168311793692,-22.987393517704028,-19.116497833239826,-18.41882617638791
Pitch Out,0,,,,,,,,17.0,89.15882352941176,1.7475192500833197,86.1,88.3,89.2,90.2,91.7,0,,,,,,,,0,,,,,,,,17.0,5.620588235294117,0.23426669066032665,5.17,5.52,5.66,5.74,6.02,17.0,11.899999999999999,6.813094928151229,-1.13,4.5,14.96,16.11,20.0,17.0,-129.17176470588234,2.5728807669957168,-133.15,-130.66,-129.71,-127.88,-124.29,17.0,-0.6441176470588236,2.255975561767928,-4.93,-1.73,-0.71,0.44,3.63,17.0,-13.16529411764706,3.3495113778860692,-18.98,-15.32,-13.9,-10.99,-6.36,17.0,28.91529411764706,3.783892040028129,22.42,26.23,28.49,31.27,35.88,17.0,-18.845294117647057,5.774317186524155,-33.55,-21.25,-18.94,-15.84,-5.52,17.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,0,,,,,,,,17.0,39.8490408496732,0.781044020384461,38.48191666666666,39.46519444444444,39.86744444444445,40.31438888888889,40.98480555555556,17.0,20.933577391629278,0.4102995981425605,20.21539699685147,20.731934434633974,20.94324520463591,21.178034949082498,21.530219565752386,17.0,33.90768930829099,0.6645931097614354,32.7443985224949,33.58107304920209,33.92334899194594,34.30365559499466,34.87411549956774,0,,,,,,,,0,,,,,,,,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,-1.3855059182915443,0.03555528697468587,-1.4373661028787177,-1.4064949743900692,-1.386372909859851,-1.3681431922478626,-1.3231418989673025,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,-21822.847055107515,852.8939394684387,-23075.36976765785,-22327.101038509692,-21835.11657510767,-21397.010627892872,-20344.751677033473,17.0,27.59536123967652,1.309830871216256,25.32587452079196,26.942290708873514,27.61318354625946,28.36483547334178,29.524843541348627,17.0,102.05363657890537,3.069753731343057,96.69902672228065,100.53516275715732,102.11715945852825,103.88377675655288,106.52592646253788,17.0,7.523393672754002e-15,1.5782725737945252e-14,-2.4868995751603507e-14,0.0,7.105427357601002e-15,1.4210854715202004e-14,3.907985046680551e-14,17.0,6.1099831581579975,0.09860022785021402,5.936939083111076,6.061705149292652,6.112569001393834,6.168972807032206,6.252838731906067,17.0,12.46486006022414,0.057254933597371,12.359984144370685,12.43865380121542,12.468945131454413,12.501405698842701,12.542601125743458,17.0,-34.47552287201148,0.6553962588086509,-35.428839545512076,-34.865921001002945,-34.4908027089035,-34.15328827818023,-33.3286389789731
Sinker,122.0,5.945901639344262,0.18188523353782327,5.5,5.8,5.95,6.1,6.4,526.0,94.14733840304183,1.8008417469745106,88.9,93.0,94.3,95.4,99.1,121.0,2519.3471074380163,122.61686335518195,2183.0,2428.0,2500.0,2612.0,2793.0,122.0,232.29508196721312,12.81443434877936,201.0,223.0,235.0,239.0,266.0,526.0,5.27254752851711,0.23246007875101427,4.45,5.12,5.275,5.43,5.89,526.0,11.488658910846008,2.3226123620050214,4.91,9.9825,11.4,13.0175,21.0,526.0,-136.47390505912549,2.592848357528102,-143.53,-138.35,-136.54969284999999,-134.8025,-129.1,526.0,-4.654637491507605,2.0249286520784016,-9.72,-6.0822510035,-4.735,-3.32,1.561999336,526.0,-20.51443492458175,2.7421703368675154,-28.99,-22.151211795000002,-20.605,-19.2001474675,-11.32275921,526.0,31.377103171825098,4.112637975334555,19.42700758,28.52031147,31.447859440000002,34.55,44.2,526.0,-18.64580560171103,3.9809929559007293,-32.74,-21.115000000000002,-18.69,-16.0025,-6.77,526.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,121.0,263.82541215233226,12.840407904095438,228.60322542621728,254.2595654305339,261.79938779914943,273.52800037255133,292.48227604920976,526.0,42.078629858470634,0.8048762141338854,39.733361111111115,41.56583333333333,42.14686111111111,42.6385,44.29219444444444,526.0,22.1048295239769,0.4228191735608976,20.872808281301932,21.83544623353295,22.14067290131352,22.39894162020477,23.267663674657154,526.0,35.80485445413926,0.6848720074202007,33.80925701103133,35.368514083531075,35.86291266749441,36.28124993084801,37.688384362128275,121.0,21.736235372448977,1.0579046430922268,18.834324844705243,20.948117600982282,21.569313839561662,22.535619099574024,24.09723742155829,121.0,9.716689929570396,0.472912223107835,8.419456792447583,9.364379794806563,9.642071452642673,10.074036253721065,10.772122226892396,526.0,0.05321528775129377,0.09756739485348852,0.0,0.0,0.0,0.0,0.2544354435130274,526.0,0.054932974932145086,0.10063685704536797,0.0,0.0,0.0,0.0,0.2526612661078164,526.0,-1.4873675295918396,0.03671660409890896,-1.5911116667910739,-1.5129086755608088,-1.4906506103909556,-1.4641217021118562,-1.3803086338118753,526.0,0.2529066376211388,0.46369406190249224,0.0,0.0,0.0,0.0,1.2144946489648,526.0,-24391.75014175079,929.1206416950691,-26947.263126266695,-25029.002357163365,-24453.30610933397,-23784.873998855535,-21688.58861076282,526.0,1850.5513315307812,3333.313608303077,27.38895323258107,30.805318628597213,32.30438905506706,34.16155272565909,8533.295925571536,526.0,119.09420574817996,15.339805084146318,101.58899641159823,109.401660414832,112.74748353970395,116.83658886623971,157.42387281501013,526.0,-6.409743880573527e-15,2.7007225856110828e-14,-7.460698725481052e-14,-2.4868995751603507e-14,-7.105427357601002e-15,7.105427357601002e-15,9.947598300641403e-14,526.0,6.545836122044152,0.3020826528528915,6.095625223716602,6.3432179120279635,6.4471223548820875,6.572466166979778,7.3141013010373745,526.0,14.152618139251045,2.850390605848034,12.458964156524459,12.582299958977847,12.62408079078545,12.667214136933818,20.32615619378765,526.0,-36.335825943351566,0.677738395899169,-38.20924413482883,-36.81833596425445,-36.36754987696653,-35.90327858492721,-34.378288057511156
